continent,location,date,population,total_cases,new_cases,total_deaths,new_deaths
Asia,Lebanon,2022-03-06,5489744,1077242.0,11935.0,10142.0,73.0
Asia,Lebanon,2022-03-13,5489744,1084114.0,6872.0,10200.0,58.0
Asia,Lebanon,2022-03-20,5489744,1087835.0,3721.0,10243.0,43.0
Asia,Lebanon,2022-03-27,5489744,1090498.0,2663.0,10278.0,35.0
Asia,Lebanon,2022-04-03,5489744,1092807.0,2309.0,10311.0,33.0
Asia,Lebanon,2022-04-10,5489744,1094503.0,1696.0,10337.0,26.0
Asia,Lebanon,2022-04-17,5489744,1095518.0,1015.0,10359.0,22.0
Asia,Lebanon,2022-04-24,5489744,1096320.0,802.0,10375.0,16.0
Asia,Lebanon,2022-05-01,5489744,1096955.0,635.0,10387.0,12.0
Asia,Lebanon,2022-05-08,5489744,1097492.0,537.0,10398.0,11.0
Asia,Lebanon,2022-05-15,5489744,1097956.0,464.0,10407.0,9.0
Asia,Lebanon,2022-05-22,5489744,1098504.0,548.0,10417.0,10.0
Asia,Lebanon,2022-05-29,5489744,1099065.0,561.0,10426.0,9.0
Asia,Lebanon,2022-06-05,5489744,1099745.0,680.0,10435.0,9.0
Asia,Lebanon,2022-06-12,5489744,1100871.0,1126.0,10444.0,9.0
Asia,Lebanon,2022-06-19,5489744,1103264.0,2393.0,10452.0,8.0
Asia,Lebanon,2022-06-26,5489744,1107602.0,4338.0,10460.0,8.0
Asia,Lebanon,2022-07-03,5489744,1114814.0,7212.0,10468.0,8.0
Asia,Lebanon,2022-07-10,5489744,1124628.0,9814.0,10476.0,8.0
Asia,Lebanon,2022-07-17,5489744,1138458.0,13830.0,10487.0,11.0
Asia,Lebanon,2022-07-24,5489744,1155660.0,17202.0,10506.0,19.0
Asia,Lebanon,2022-07-31,5489744,1172269.0,16609.0,10529.0,23.0
Asia,Lebanon,2022-08-07,5489744,1185405.0,13136.0,10546.0,17.0
Asia,Lebanon,2022-08-14,5489744,1195784.0,10379.0,10572.0,26.0
Asia,Lebanon,2022-08-21,5489744,1203404.0,7620.0,10599.0,27.0
Asia,Lebanon,2022-08-28,5489744,1207873.0,4469.0,10619.0,20.0
Asia,Lebanon,2022-09-04,5489744,1210566.0,2693.0,10636.0,17.0
Asia,Lebanon,2022-09-11,5489744,1212497.0,1931.0,10645.0,9.0
Asia,Lebanon,2022-09-18,5489744,1213769.0,1272.0,10657.0,12.0
Asia,Lebanon,2022-09-25,5489744,1214892.0,1123.0,10670.0,13.0
Asia,Lebanon,2022-10-02,5489744,1215925.0,1033.0,10677.0,7.0
Asia,Lebanon,2022-10-09,5489744,1216638.0,713.0,10684.0,7.0
Asia,Lebanon,2022-10-16,5489744,1216999.0,361.0,10688.0,4.0
Asia,Lebanon,2022-10-23,5489744,1218082.0,1083.0,10699.0,11.0
Asia,Lebanon,2022-10-30,5489744,1218630.0,548.0,10705.0,6.0
Asia,Lebanon,2022-11-06,5489744,1219141.0,511.0,10713.0,8.0
Asia,Lebanon,2022-11-13,5489744,1219573.0,432.0,10720.0,7.0
Asia,Lebanon,2022-11-20,5489744,1220043.0,470.0,10727.0,7.0
Asia,Lebanon,2022-11-27,5489744,1220385.0,342.0,10734.0,7.0
Asia,Lebanon,2022-12-04,5489744,1220714.0,329.0,10739.0,5.0
Asia,Lebanon,2022-12-11,5489744,1221144.0,430.0,10741.0,2.0
Asia,Lebanon,2022-12-18,5489744,1221640.0,496.0,10742.0,1.0
Asia,Lebanon,2022-12-25,5489744,1222126.0,486.0,10744.0,2.0
Asia,Lebanon,2023-01-01,5489744,1222808.0,682.0,10747.0,3.0
Asia,Malaysia,2021-01-03,33938216,119077.0,15177.0,483.0,32.0
Asia,Malaysia,2021-01-10,33938216,135992.0,16915.0,542.0,59.0
Asia,Malaysia,2021-01-17,33938216,158434.0,22442.0,594.0,52.0
Asia,Malaysia,2021-01-24,33938216,183801.0,25367.0,667.0,73.0
Asia,Malaysia,2021-01-31,33938216,214959.0,31158.0,746.0,79.0
Asia,Malaysia,2021-02-07,33938216,242452.0,27493.0,857.0,111.0
Asia,Malaysia,2021-02-14,33938216,264269.0,21817.0,958.0,101.0
Asia,Malaysia,2021-02-21,33938216,283569.0,19300.0,1051.0,93.0
Asia,Malaysia,2021-02-28,33938216,300752.0,17183.0,1121.0,70.0
Asia,Malaysia,2021-03-07,33938216,313460.0,12708.0,1166.0,45.0
Asia,Malaysia,2021-03-14,33938216,323763.0,10303.0,1206.0,40.0
Asia,Malaysia,2021-03-21,33938216,333040.0,9277.0,1229.0,23.0
Asia,Malaysia,2021-03-28,33938216,341944.0,8904.0,1251.0,22.0
Asia,Malaysia,2021-04-04,33938216,350959.0,9015.0,1286.0,35.0
Asia,Malaysia,2021-04-11,33938216,360856.0,9897.0,1321.0,35.0
Asia,Malaysia,2021-04-18,33938216,375054.0,14198.0,1370.0,49.0
Asia,Malaysia,2021-04-25,33938216,392942.0,17888.0,1426.0,56.0
Asia,Malaysia,2021-05-02,33938216,415012.0,22070.0,1533.0,107.0
Asia,Malaysia,2021-05-09,33938216,440677.0,25665.0,1683.0,150.0
Asia,Malaysia,2021-05-16,33938216,470110.0,29433.0,1902.0,219.0
Asia,Malaysia,2021-05-23,33938216,512091.0,41981.0,2248.0,346.0
Asia,Malaysia,2021-05-30,33938216,565533.0,53442.0,2729.0,481.0
Asia,Malaysia,2021-06-06,33938216,616815.0,51282.0,3378.0,649.0
Asia,Malaysia,2021-06-13,33938216,657508.0,40693.0,3908.0,530.0
Asia,Malaysia,2021-06-20,33938216,696408.0,38900.0,4408.0,500.0
Asia,Malaysia,2021-06-27,33938216,734048.0,37640.0,4944.0,536.0
Asia,Malaysia,2021-07-04,33938216,778652.0,44604.0,5497.0,553.0
Asia,Malaysia,2021-07-11,33938216,836296.0,57644.0,6158.0,661.0
Asia,Malaysia,2021-07-18,33938216,916561.0,80265.0,7019.0,861.0
Asia,Malaysia,2021-07-25,33938216,1013438.0,96877.0,7994.0,975.0
Asia,Malaysia,2021-08-01,33938216,1130422.0,116984.0,9184.0,1190.0
Asia,Malaysia,2021-08-08,33938216,1262540.0,132118.0,10749.0,1565.0
Asia,Malaysia,2021-08-15,33938216,1404899.0,142359.0,12510.0,1761.0
Asia,Malaysia,2021-08-22,33938216,1555093.0,150194.0,14168.0,1658.0
Asia,Malaysia,2021-08-29,33938216,1706089.0,150996.0,16087.0,1919.0
Asia,Malaysia,2021-09-05,33938216,1844835.0,138746.0,18219.0,2132.0
Asia,Malaysia,2021-09-12,33938216,1979698.0,134863.0,20711.0,2492.0
Asia,Malaysia,2021-09-19,33938216,2097830.0,118132.0,23443.0,2732.0
Asia,Malaysia,2021-09-26,33938216,2198235.0,100405.0,25437.0,1994.0
Asia,Malaysia,2021-10-03,33938216,2277565.0,79330.0,26683.0,1246.0
Asia,Malaysia,2021-10-10,33938216,2339594.0,62029.0,27329.0,646.0
Asia,Malaysia,2021-10-17,33938216,2390687.0,51093.0,27921.0,592.0
Asia,Malaysia,2021-10-24,33938216,2431716.0,41029.0,28400.0,479.0
Asia,Malaysia,2021-10-31,33938216,2471642.0,39926.0,28912.0,512.0
Asia,Malaysia,2021-11-07,33938216,2506309.0,34667.0,29291.0,379.0
Asia,Malaysia,2021-11-14,33938216,2546309.0,40000.0,29676.0,385.0
Asia,Malaysia,2021-11-21,33938216,2586601.0,40292.0,30002.0,326.0
Asia,Malaysia,2021-11-28,33938216,2623816.0,37215.0,30309.0,307.0
Asia,Malaysia,2021-12-05,33938216,2658772.0,34956.0,30614.0,305.0
Asia,Malaysia,2021-12-12,33938216,2691639.0,32867.0,30879.0,265.0
Asia,Malaysia,2021-12-19,33938216,2718955.0,27316.0,31092.0,213.0
Asia,Malaysia,2021-12-26,33938216,2741179.0,22224.0,31334.0,242.0
Asia,Malaysia,2022-01-02,33938216,2764354.0,23175.0,31532.0,198.0
Asia,Malaysia,2022-01-09,33938216,2786219.0,21865.0,31678.0,146.0
Asia,Malaysia,2022-01-16,33938216,2808347.0,22128.0,31793.0,115.0
Asia,Malaysia,2022-01-23,33938216,2832945.0,24598.0,31892.0,99.0
Asia,Malaysia,2022-01-30,33938216,2865984.0,33039.0,31965.0,73.0
Asia,Malaysia,2022-02-06,33938216,2914220.0,48236.0,32034.0,69.0
Asia,Malaysia,2022-02-13,33938216,3040235.0,126015.0,32125.0,91.0
Asia,Malaysia,2022-02-20,33938216,3221680.0,181445.0,32347.0,222.0
Asia,Malaysia,2022-02-27,33938216,3419636.0,197956.0,32674.0,327.0
Asia,Malaysia,2022-03-06,33938216,3622607.0,202971.0,33228.0,554.0
Asia,Malaysia,2022-03-13,33938216,3823571.0,200964.0,33807.0,579.0
Asia,Malaysia,2022-03-20,33938216,3993124.0,169553.0,34400.0,593.0
Asia,Malaysia,2022-03-27,33938216,4138867.0,145743.0,34788.0,388.0
Asia,Malaysia,2022-04-03,33938216,4246467.0,107600.0,35099.0,311.0
Asia,Malaysia,2022-04-10,33938216,4325818.0,79351.0,35292.0,193.0
Asia,Malaysia,2022-04-17,33938216,4389025.0,63207.0,35421.0,129.0
Asia,Malaysia,2022-04-24,33938216,4431073.0,42048.0,35499.0,78.0
Asia,Malaysia,2022-05-01,33938216,4449507.0,18434.0,35550.0,51.0
Asia,Malaysia,2022-05-08,33938216,4458889.0,9382.0,35583.0,33.0
Asia,Malaysia,2022-05-15,33938216,4478112.0,19223.0,35615.0,32.0
Asia,Malaysia,2022-05-22,33938216,4491320.0,13208.0,35643.0,28.0
Asia,Malaysia,2022-05-29,33938216,4503734.0,12414.0,35665.0,22.0
Asia,Malaysia,2022-06-05,33938216,4514989.0,11255.0,35690.0,25.0
Asia,Malaysia,2022-06-12,33938216,4526298.0,11309.0,35716.0,26.0
Asia,Malaysia,2022-06-19,33938216,4540612.0,14314.0,35735.0,19.0
Asia,Malaysia,2022-06-26,33938216,4556664.0,16052.0,35754.0,19.0
Asia,Malaysia,2022-07-03,33938216,4571355.0,14691.0,35784.0,30.0
Asia,Malaysia,2022-07-10,33938216,4592710.0,21355.0,35816.0,32.0
Asia,Malaysia,2022-07-17,33938216,4619025.0,26315.0,35862.0,46.0
Asia,Malaysia,2022-07-24,33938216,4648931.0,29906.0,35923.0,61.0
Asia,Malaysia,2022-07-31,33938216,4677270.0,28339.0,35977.0,54.0
Asia,Malaysia,2022-08-07,33938216,4705824.0,28554.0,36032.0,55.0
Asia,Malaysia,2022-08-14,33938216,4732502.0,26678.0,36093.0,61.0
Asia,Malaysia,2022-08-21,33938216,4755288.0,22786.0,36155.0,62.0
Asia,Malaysia,2022-08-28,33938216,4774003.0,18715.0,36206.0,51.0
Asia,Malaysia,2022-09-04,33938216,4789552.0,15549.0,36249.0,43.0
Asia,Malaysia,2022-09-11,33938216,4803624.0,14072.0,36285.0,36.0
Asia,Malaysia,2022-09-18,33938216,4817251.0,13627.0,36317.0,32.0
Asia,Malaysia,2022-09-25,33938216,4830214.0,12963.0,36357.0,40.0
Asia,Malaysia,2022-10-02,33938216,4842505.0,12291.0,36380.0,23.0
Asia,Malaysia,2022-10-09,33938216,4853523.0,11018.0,36403.0,23.0
Asia,Malaysia,2022-10-16,33938216,4865480.0,11957.0,36423.0,20.0
Asia,Malaysia,2022-10-23,33938216,4880005.0,14525.0,36447.0,24.0
Asia,Malaysia,2022-10-30,33938216,4896755.0,16750.0,36475.0,28.0
Asia,Malaysia,2022-11-06,33938216,4923538.0,26783.0,36495.0,20.0
Asia,Malaysia,2022-11-13,33938216,4946583.0,23045.0,36554.0,59.0
Asia,Malaysia,2022-11-20,33938216,4965666.0,19083.0,36609.0,55.0
Asia,Malaysia,2022-11-27,33938216,4984272.0,18606.0,36657.0,48.0
Asia,Malaysia,2022-12-04,33938216,4998830.0,14558.0,36716.0,59.0
Asia,Malaysia,2022-12-11,33938216,5009767.0,10937.0,36769.0,53.0
Asia,Malaysia,2022-12-18,33938216,5017016.0,7249.0,36808.0,39.0
Asia,Malaysia,2022-12-25,33938216,5023306.0,6290.0,36835.0,27.0
Asia,Malaysia,2023-01-01,33938216,5026677.0,3371.0,36858.0,23.0
Asia,Maldives,2021-01-10,523798,14109.0,242.0,49.0,1.0
Asia,Maldives,2021-01-24,523798,14993.0,480.0,51.0,2.0
Asia,Maldives,2021-01-31,523798,15841.0,848.0,52.0,1.0
Asia,Maldives,2021-02-07,523798,16783.0,942.0,55.0,3.0
Asia,Maldives,2021-02-14,523798,17828.0,1045.0,58.0,3.0
Asia,Maldives,2021-02-21,523798,18769.0,941.0,60.0,2.0
Asia,Maldives,2021-02-28,523798,19793.0,1024.0,62.0,2.0
Asia,Maldives,2021-03-07,523798,20794.0,1001.0,64.0,2.0
Asia,Maldives,2021-03-21,523798,22513.0,941.0,66.0,2.0
Asia,Maldives,2021-04-04,523798,24783.0,1259.0,67.0,1.0
Asia,Maldives,2021-04-18,523798,26348.0,731.0,70.0,3.0
Asia,Maldives,2021-04-25,523798,27874.0,1526.0,71.0,1.0
Asia,Maldives,2021-05-02,523798,30745.0,2871.0,74.0,3.0
Asia,Maldives,2021-05-09,523798,35815.0,5070.0,84.0,10.0
Asia,Maldives,2021-05-16,523798,44523.0,8708.0,97.0,13.0
Asia,Maldives,2021-05-23,523798,55924.0,11401.0,129.0,32.0
Asia,Maldives,2021-05-30,523798,63686.0,7762.0,158.0,29.0
Asia,Maldives,2021-06-06,523798,67950.0,4264.0,185.0,27.0
Asia,Maldives,2021-06-13,523798,70301.0,2351.0,197.0,12.0
Asia,Maldives,2021-06-20,523798,71896.0,1595.0,206.0,9.0
Asia,Maldives,2021-06-27,523798,73327.0,1431.0,209.0,3.0
Asia,Maldives,2021-07-04,523798,74351.0,1024.0,213.0,4.0
Asia,Maldives,2021-07-11,523798,75071.0,720.0,214.0,1.0
Asia,Maldives,2021-07-18,523798,75879.0,808.0,216.0,2.0
Asia,Maldives,2021-07-25,523798,76750.0,871.0,219.0,3.0
Asia,Maldives,2021-08-01,523798,77547.0,797.0,221.0,2.0
Asia,Maldives,2021-08-08,523798,78356.0,809.0,222.0,1.0
Asia,Maldives,2021-08-22,523798,79959.0,822.0,223.0,1.0
Asia,Maldives,2021-08-29,523798,80791.0,832.0,226.0,3.0
Asia,Maldives,2021-09-12,523798,82822.0,843.0,227.0,1.0
Asia,Maldives,2021-09-19,523798,83576.0,754.0,229.0,2.0
Asia,Maldives,2021-09-26,523798,84362.0,786.0,231.0,2.0
Asia,Maldives,2021-10-10,523798,85548.0,506.0,234.0,3.0
Asia,Maldives,2021-10-17,523798,86165.0,617.0,238.0,4.0
Asia,Maldives,2021-10-24,523798,86922.0,757.0,240.0,2.0
Asia,Maldives,2021-10-31,523798,87784.0,862.0,243.0,3.0
Asia,Maldives,2021-11-07,523798,88817.0,1033.0,245.0,2.0
Asia,Maldives,2021-11-14,523798,89840.0,1023.0,247.0,2.0
Asia,Maldives,2021-11-21,523798,90725.0,885.0,248.0,1.0
Asia,Maldives,2021-12-05,523798,92211.0,747.0,254.0,6.0
Asia,Maldives,2021-12-12,523798,93119.0,908.0,258.0,4.0
Asia,Maldives,2021-12-19,523798,93957.0,838.0,259.0,1.0
Asia,Maldives,2021-12-26,523798,94864.0,907.0,261.0,2.0
Asia,Maldives,2022-01-02,523798,96052.0,1188.0,262.0,1.0
Asia,Maldives,2022-01-09,523798,98052.0,2000.0,264.0,2.0
Asia,Maldives,2022-01-16,523798,103581.0,5529.0,265.0,1.0
Asia,Maldives,2022-01-23,523798,117461.0,13880.0,270.0,5.0
Asia,Maldives,2022-01-30,523798,136126.0,18665.0,275.0,5.0
Asia,Maldives,2022-02-06,523798,150337.0,14211.0,283.0,8.0
Asia,Maldives,2022-02-13,523798,159061.0,8724.0,289.0,6.0
Asia,Maldives,2022-02-20,523798,165073.0,6012.0,291.0,2.0
Asia,Maldives,2022-02-27,523798,169632.0,4559.0,297.0,6.0
Asia,Maldives,2022-03-27,523798,177103.0,1104.0,298.0,1.0
Asia,Maldives,2022-06-05,523798,179855.0,90.0,299.0,1.0
Asia,Maldives,2022-06-19,523798,180543.0,528.0,300.0,1.0
Asia,Maldives,2022-06-26,523798,181586.0,1043.0,305.0,5.0
Asia,Maldives,2022-07-03,523798,182720.0,1134.0,306.0,1.0
Asia,Maldives,2022-07-10,523798,183491.0,771.0,307.0,1.0
Asia,Maldives,2022-08-28,523798,184856.0,68.0,308.0,1.0
Asia,Maldives,2022-11-06,523798,185454.0,90.0,309.0,1.0
Asia,Maldives,2022-11-13,523798,185549.0,95.0,310.0,1.0
Asia,Maldives,2022-11-20,523798,185584.0,35.0,311.0,1.0
Asia,Mongolia,2021-01-24,3398373,1643.0,117.0,2.0,1.0
Asia,Mongolia,2021-03-07,3398373,3336.0,384.0,3.0,1.0
Asia,Mongolia,2021-03-14,3398373,4083.0,747.0,4.0,1.0
Asia,Mongolia,2021-03-21,3398373,5186.0,1103.0,5.0,1.0
Asia,Mongolia,2021-03-28,3398373,7589.0,2403.0,6.0,1.0
Asia,Mongolia,2021-04-04,3398373,10820.0,3231.0,12.0,6.0
Asia,Mongolia,2021-04-11,3398373,15718.0,4898.0,23.0,11.0
Asia,Mongolia,2021-04-18,3398373,22884.0,7166.0,49.0,26.0
Asia,Mongolia,2021-04-25,3398373,31339.0,8455.0,83.0,34.0
Asia,Mongolia,2021-05-02,3398373,39381.0,8042.0,131.0,48.0
Asia,Mongolia,2021-05-09,3398373,45459.0,6078.0,165.0,34.0
Asia,Mongolia,2021-05-16,3398373,49175.0,3716.0,202.0,37.0
Asia,Mongolia,2021-05-23,3398373,53100.0,3925.0,223.0,21.0
Asia,Mongolia,2021-05-30,3398373,58439.0,5339.0,253.0,30.0
Asia,Mongolia,2021-06-06,3398373,66443.0,8004.0,288.0,35.0
Asia,Mongolia,2021-06-13,3398373,78347.0,11904.0,345.0,57.0
Asia,Mongolia,2021-06-20,3398373,95819.0,17472.0,419.0,74.0
Asia,Mongolia,2021-06-27,3398373,111505.0,15686.0,479.0,60.0
Asia,Mongolia,2021-07-04,3398373,126811.0,15306.0,548.0,69.0
Asia,Mongolia,2021-07-11,3398373,139284.0,12473.0,605.0,57.0
Asia,Mongolia,2021-07-18,3398373,149733.0,10449.0,637.0,32.0
Asia,Mongolia,2021-07-25,3398373,157974.0,8241.0,688.0,51.0
Asia,Mongolia,2021-08-01,3398373,167229.0,9255.0,722.0,34.0
Asia,Mongolia,2021-08-08,3398373,175560.0,8331.0,753.0,31.0
Asia,Mongolia,2021-08-15,3398373,183652.0,8092.0,776.0,23.0
Asia,Mongolia,2021-08-22,3398373,195245.0,11593.0,802.0,26.0
Asia,Mongolia,2021-08-29,3398373,211275.0,16030.0,835.0,33.0
Asia,Mongolia,2021-09-05,3398373,236274.0,24999.0,885.0,50.0
Asia,Mongolia,2021-09-12,3398373,268983.0,32709.0,973.0,88.0
Asia,Mongolia,2021-09-19,3398373,307878.0,38895.0,1046.0,73.0
Asia,Mongolia,2021-09-26,3398373,358667.0,50789.0,1152.0,106.0
Asia,Mongolia,2021-10-03,3398373,405365.0,46698.0,1274.0,122.0
Asia,Mongolia,2021-10-10,3398373,452353.0,46988.0,1377.0,103.0
Asia,Mongolia,2021-10-17,3398373,498903.0,46550.0,1483.0,106.0
Asia,Mongolia,2021-10-24,3398373,539197.0,40294.0,1593.0,110.0
Asia,Mongolia,2021-10-31,3398373,592994.0,53797.0,1672.0,79.0
Asia,Mongolia,2021-11-07,3398373,620023.0,27029.0,1744.0,72.0
Asia,Mongolia,2021-11-14,3398373,638517.0,18494.0,1815.0,71.0
Asia,Mongolia,2021-11-21,3398373,654827.0,16310.0,1875.0,60.0
Asia,Mongolia,2021-11-28,3398373,667361.0,12534.0,1922.0,47.0
Asia,Mongolia,2021-12-05,3398373,676859.0,9498.0,1944.0,22.0
Asia,Mongolia,2021-12-12,3398373,682727.0,5868.0,1963.0,19.0
Asia,Mongolia,2021-12-19,3398373,687432.0,4705.0,1972.0,9.0
Asia,Mongolia,2021-12-26,3398373,690950.0,3518.0,1981.0,9.0
Asia,Mongolia,2022-01-02,3398373,693849.0,2899.0,1987.0,6.0
Asia,Mongolia,2022-01-09,3398373,705986.0,12137.0,2001.0,14.0
Asia,Mongolia,2022-01-16,3398373,741682.0,35696.0,2013.0,12.0
Asia,Mongolia,2022-01-23,3398373,794908.0,53226.0,2021.0,8.0
Asia,Mongolia,2022-01-30,3398373,841848.0,46940.0,2036.0,15.0
Asia,Mongolia,2022-02-06,3398373,860976.0,19128.0,2055.0,19.0
Asia,Mongolia,2022-02-13,3398373,887754.0,26778.0,2074.0,19.0
Asia,Mongolia,2022-02-20,3398373,899706.0,11952.0,2087.0,13.0
Asia,Mongolia,2022-02-27,3398373,908157.0,8451.0,2096.0,9.0
Asia,Mongolia,2022-03-06,3398373,913255.0,5098.0,2104.0,8.0
Asia,Mongolia,2022-03-13,3398373,915811.0,2556.0,2105.0,1.0
Asia,Mongolia,2022-03-20,3398373,917213.0,1402.0,2108.0,3.0
Asia,Mongolia,2022-05-01,3398373,921425.0,989.0,2110.0,2.0
Asia,Mongolia,2022-05-08,3398373,922227.0,802.0,2111.0,1.0
Asia,Mongolia,2022-05-22,3398373,924035.0,1808.0,2114.0,1.0
Asia,Mongolia,2022-05-29,3398373,925073.0,1038.0,2115.0,1.0
Asia,Mongolia,2022-06-05,3398373,927272.0,2199.0,2116.0,1.0
Asia,Mongolia,2022-07-03,3398373,928981.0,395.0,2118.0,2.0
Asia,Mongolia,2022-07-10,3398373,929653.0,672.0,2119.0,1.0
Asia,Mongolia,2022-08-07,3398373,960992.0,13970.0,2123.0,4.0
Asia,Mongolia,2022-08-21,3398373,974233.0,7810.0,2125.0,2.0
Asia,Mongolia,2022-08-28,3398373,977256.0,3023.0,2128.0,3.0
Asia,Mongolia,2022-09-04,3398373,979644.0,2388.0,2129.0,1.0
Asia,Mongolia,2022-09-11,3398373,981150.0,1506.0,2130.0,1.0
Asia,Mongolia,2022-09-18,3398373,982307.0,1157.0,2131.0,1.0
Asia,Mongolia,2022-11-13,3398373,987240.0,1588.0,2132.0,1.0
Asia,Mongolia,2022-11-20,3398373,989713.0,2473.0,2134.0,2.0
Asia,Mongolia,2022-12-04,3398373,993372.0,1271.0,2135.0,1.0
Asia,Mongolia,2022-12-25,3398373,1007314.0,244.0,2136.0,1.0
Asia,Myanmar,2021-01-03,54179312,126345.0,4459.0,2728.0,127.0
Asia,Myanmar,2021-01-10,54179312,130604.0,4259.0,2846.0,118.0
Asia,Myanmar,2021-01-17,54179312,134318.0,3714.0,2955.0,109.0
Asia,Myanmar,2021-01-24,54179312,137574.0,3256.0,3062.0,107.0
Asia,Myanmar,2021-01-31,54179312,140145.0,2571.0,3131.0,69.0
Asia,Myanmar,2021-02-07,54179312,141304.0,1159.0,3168.0,37.0
Asia,Myanmar,2021-02-14,54179312,141601.0,297.0,3189.0,21.0
Asia,Myanmar,2021-02-21,54179312,141750.0,149.0,3196.0,7.0
Asia,Myanmar,2021-02-28,54179312,141896.0,146.0,3199.0,3.0
Asia,Myanmar,2021-03-07,54179312,142034.0,138.0,3200.0,1.0
Asia,Myanmar,2021-03-14,54179312,142147.0,113.0,3202.0,2.0
Asia,Myanmar,2021-03-21,54179312,142212.0,65.0,3204.0,2.0
Asia,Myanmar,2021-03-28,54179312,142385.0,173.0,3206.0,2.0
Asia,Myanmar,2021-04-25,54179312,142722.0,78.0,3207.0,1.0
Asia,Myanmar,2021-05-02,54179312,142838.0,116.0,3209.0,2.0
Asia,Myanmar,2021-05-09,54179312,142954.0,116.0,3210.0,1.0
Asia,Myanmar,2021-05-16,54179312,143065.0,111.0,3212.0,2.0
Asia,Myanmar,2021-05-23,54179312,143234.0,169.0,3216.0,4.0
Asia,Myanmar,2021-06-06,54179312,144317.0,746.0,3225.0,9.0
Asia,Myanmar,2021-06-13,54179312,145603.0,1286.0,3244.0,19.0
Asia,Myanmar,2021-06-20,54179312,148022.0,2419.0,3262.0,18.0
Asia,Myanmar,2021-06-27,54179312,153160.0,5138.0,3297.0,35.0
Asia,Myanmar,2021-07-04,54179312,165405.0,12245.0,3419.0,122.0
Asia,Myanmar,2021-07-11,54179312,192213.0,26808.0,3838.0,419.0
Asia,Myanmar,2021-07-18,54179312,229521.0,37308.0,5000.0,1162.0
Asia,Myanmar,2021-07-25,54179312,269525.0,40004.0,7111.0,2111.0
Asia,Myanmar,2021-08-01,54179312,302665.0,33140.0,9731.0,2620.0
Asia,Myanmar,2021-08-08,54179312,329516.0,26851.0,11776.0,2045.0
Asia,Myanmar,2021-08-15,54179312,354279.0,24763.0,13263.0,1487.0
Asia,Myanmar,2021-08-22,54179312,373685.0,19406.0,14374.0,1111.0
Asia,Myanmar,2021-08-29,54179312,392300.0,18615.0,15183.0,809.0
Asia,Myanmar,2021-09-05,54179312,415416.0,23116.0,15891.0,708.0
Asia,Myanmar,2021-09-12,54179312,431833.0,16417.0,16530.0,639.0
Asia,Myanmar,2021-09-19,54179312,446573.0,14740.0,17073.0,543.0
Asia,Myanmar,2021-09-26,54179312,458154.0,11581.0,17527.0,454.0
Asia,Myanmar,2021-10-03,54179312,468463.0,10309.0,17883.0,356.0
Asia,Myanmar,2021-10-10,54179312,478651.0,10188.0,18134.0,251.0
Asia,Myanmar,2021-10-17,54179312,487853.0,9202.0,18359.0,225.0
Asia,Myanmar,2021-10-24,54179312,494263.0,6410.0,18538.0,179.0
Asia,Myanmar,2021-10-31,54179312,500073.0,5810.0,18697.0,159.0
Asia,Myanmar,2021-11-07,54179312,506816.0,6743.0,18821.0,124.0
Asia,Myanmar,2021-11-14,54179312,513262.0,6446.0,18929.0,108.0
Asia,Myanmar,2021-11-21,54179312,517922.0,4660.0,19025.0,96.0
Asia,Myanmar,2021-11-28,54179312,521561.0,3639.0,19088.0,63.0
Asia,Myanmar,2021-12-05,54179312,524407.0,2846.0,19141.0,53.0
Asia,Myanmar,2021-12-12,54179312,526661.0,2254.0,19183.0,42.0
Asia,Myanmar,2021-12-19,54179312,528253.0,1592.0,19220.0,37.0
Asia,Myanmar,2021-12-26,54179312,529613.0,1360.0,19254.0,34.0
Asia,Myanmar,2022-01-02,54179312,531025.0,1412.0,19274.0,20.0
Asia,Myanmar,2022-01-09,54179312,532062.0,1037.0,19291.0,17.0
Asia,Myanmar,2022-01-16,54179312,533144.0,1082.0,19302.0,11.0
Asia,Myanmar,2022-01-23,54179312,534071.0,927.0,19310.0,8.0
Asia,Myanmar,2022-02-20,54179312,565667.0,18896.0,19331.0,21.0
Asia,Myanmar,2022-02-27,54179312,586198.0,20531.0,19365.0,34.0
Asia,Myanmar,2022-03-06,54179312,598446.0,12248.0,19389.0,24.0
Asia,Myanmar,2022-03-13,54179312,605347.0,6901.0,19409.0,20.0
Asia,Myanmar,2022-03-20,54179312,608990.0,3643.0,19425.0,16.0
Asia,Myanmar,2022-03-27,54179312,610858.0,1868.0,19430.0,5.0
Asia,Myanmar,2022-04-03,54179312,611875.0,1017.0,19433.0,3.0
Asia,Myanmar,2022-04-10,54179312,612341.0,466.0,19434.0,1.0
Asia,Myanmar,2022-08-14,54179312,614389.0,191.0,19435.0,1.0
Asia,Myanmar,2022-08-21,54179312,614654.0,265.0,19437.0,2.0
Asia,Myanmar,2022-09-04,54179312,615559.0,597.0,19440.0,3.0
Asia,Myanmar,2022-09-11,54179312,616852.0,1293.0,19442.0,2.0
Asia,Myanmar,2022-09-18,54179312,618898.0,2046.0,19446.0,4.0
Asia,Myanmar,2022-09-25,54179312,621402.0,2504.0,19455.0,9.0
Asia,Myanmar,2022-10-02,54179312,623914.0,2512.0,19461.0,6.0
Asia,Myanmar,2022-10-09,54179312,626458.0,2544.0,19467.0,6.0
Asia,Myanmar,2022-10-16,54179312,628577.0,2119.0,19470.0,3.0
